Station: D�bendorf-Empa
Vorst�dtisch
Stundenmittelwerte
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorl�ufig und noch nicht abschliessend gepr�ft.
Datum/Zeit;O3 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];TEMP [C];RAD [W/m2]
10.09.2023 07:00;8.9;0.29;21.3;19.1;0.9;17.0;42.1
10.09.2023 08:00;19.4;0.30;25.2;21.6;0.9;18.2;183.1
10.09.2023 09:00;39.4;0.36;28.6;25.4;1.0;20.9;373.4
10.09.2023 10:00;56.4;0.35;29.0;25.6;0.8;23.7;528.8
10.09.2023 11:00;87.4;0.29;25.8;22.3;0.7;25.6;646.7
10.09.2023 12:00;117.4;0.27;24.4;20.7;0.6;27.4;718.8
10.09.2023 13:00;141.5;0.23;21.0;16.6;0.4;28.8;731.9
10.09.2023 14:00;144.9;0.22;18.0;13.5;0.4;29.8;705.4
10.09.2023 15:00;150.4;0.22;21.0;13.0;0.4;30.3;618.4
10.09.2023 16:00;150.2;0.21;16.0;11.0;0.3;30.4;484.6
10.09.2023 17:00;156.2;0.22;16.6;11.4;0.3;30.0;321.6
10.09.2023 18:00;147.0;0.22;43.1;14.4;0.3;29.0;155.0
10.09.2023 19:00;102.4;0.31;27.4;14.8;0.6;26.1;27.5
10.09.2023 20:00;75.8;0.34;31.5;18.6;0.8;23.5;-2.6
10.09.2023 21:00;59.6;0.35;23.3;18.9;0.9;22.0;-2.0
10.09.2023 22:00;33.9;0.37;21.2;17.0;1.0;20.8;-2.0
10.09.2023 23:00;6.7;0.45;20.4;16.9;1.3;19.6;-2.0
11.09.2023 00:00;6.7;0.39;20.3;16.7;1.1;18.9;-2.0
11.09.2023 01:00;9.6;0.33;19.7;16.3;0.8;18.0;-2.0
11.09.2023 02:00;13.6;0.30;19.1;16.2;0.7;17.3;-2.0
11.09.2023 03:00;9.6;0.27;19.1;16.1;0.6;16.8;-2.0
11.09.2023 04:00;5.7;0.25;19.0;16.0;0.7;16.2;-2.0
11.09.2023 05:00;4.7;0.26;19.0;16.6;0.8;15.9;-1.7
11.09.2023 06:00;2.7;0.27;19.4;16.4;0.8;15.7;-0.5
11.09.2023 07:00;3.4;0.34;21.5;16.9;1.2;16.1;52.1
11.09.2023 08:00;11.7;0.38;25.1;20.0;1.2;18.0;205.2
11.09.2023 09:00;32.6;0.41;32.6;26.3;1.2;20.6;377.9
11.09.2023 10:00;59.8;0.34;28.9;23.0;0.9;23.1;529.4
11.09.2023 11:00;82.3;0.30;25.7;19.8;0.7;25.7;645.6
11.09.2023 12:00;103.5;0.27;25.5;18.3;0.6;27.4;715.7
11.09.2023 13:00;124.5;0.25;23.9;17.5;0.5;28.8;738.4
11.09.2023 14:00;136.1;0.22;20.0;14.3;0.4;30.0;709.2
11.09.2023 15:00;135.8;0.21;18.8;12.3;0.4;30.6;604.0
11.09.2023 16:00;146.2;0.21;17.8;12.6;0.4;30.5;489.0
11.09.2023 17:00;155.7;0.22;29.3;14.0;0.4;30.3;318.9
11.09.2023 18:00;149.4;0.23;24.6;14.1;0.5;29.2;147.0
11.09.2023 19:00;105.5;0.30;31.8;16.9;0.6;26.6;32.0
11.09.2023 20:00;78.3;0.31;25.3;17.8;0.7;23.6;-2.5
11.09.2023 21:00;58.5;0.32;27.6;18.3;0.7;22.1;-2.0
11.09.2023 22:00;42.3;0.31;25.5;18.2;0.7;20.9;-2.0
11.09.2023 23:00;36.8;0.31;23.1;18.1;0.8;19.8;-2.0
12.09.2023 00:00;21.5;0.34;22.2;18.2;0.9;18.8;-2.0
12.09.2023 01:00;23.1;0.27;20.9;17.6;0.6;18.0;-2.0
12.09.2023 02:00;21.6;0.25;20.8;17.5;0.6;17.5;-1.9
12.09.2023 03:00;13.2;0.24;20.0;17.4;0.7;17.1;-1.9
12.09.2023 04:00;8.0;0.24;19.5;16.9;0.6;16.6;-1.7
12.09.2023 05:00;2.9;0.26;20.7;17.1;0.9;16.2;-1.2
12.09.2023 06:00;2.2;0.27;19.4;16.9;0.8;16.1;-0.5
12.09.2023 07:00;3.7;0.34;37.1;20.5;1.2;16.4;44.8
12.09.2023 08:00;11.2;0.34;30.7;19.7;1.1;17.9;158.8
12.09.2023 09:00;29.6;0.33;26.0;19.3;0.8;20.8;388.9
12.09.2023 10:00;54.0;0.26;28.3;18.0;0.5;23.2;476.7
12.09.2023 11:00;88.6;0.23;26.3;16.4;0.4;25.9;615.9
12.09.2023 12:00;109.6;0.24;24.4;15.9;0.4;27.4;631.1
12.09.2023 13:00;132.4;0.24;25.2;15.3;0.4;28.6;737.6
12.09.2023 14:00;139.7;0.24;23.5;15.7;0.5;29.3;626.3
12.09.2023 15:00;146.4;0.23;26.6;15.9;0.5;28.5;221.1
12.09.2023 16:00;105.8;0.20;27.0;13.6;0.3;26.8;236.7
12.09.2023 17:00;85.4;0.13;17.8;5.5;0.1;25.6;280.1
12.09.2023 18:00;80.2;0.14;23.6;6.9;0.2;24.3;83.3
12.09.2023 19:00;69.2;0.15;21.8;7.1;0.2;23.5;20.1
12.09.2023 20:00;65.4;0.14;15.2;6.9;0.3;22.4;-2.0
12.09.2023 21:00;58.0;0.15;12.1;6.3;0.3;21.3;-1.7
12.09.2023 22:00;41.6;0.19;11.8;6.9;0.4;20.8;-1.3
12.09.2023 23:00;35.5;0.18;11.3;6.8;0.3;20.3;-1.0
13.09.2023 00:00;34.7;0.18;11.1;6.8;0.3;20.0;-2.5
