Station: D�bendorf-Empa
Vorst�dtisch
Stundenmittelwerte
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorl�ufig und noch nicht abschliessend gepr�ft.
Datum/Zeit;O3 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];TEMP [C];RAD [W/m2]
12.08.2023 03:00;13.6;0.30;13.9;11.0;0.7;17.7;-1.0
12.08.2023 04:00;19.8;0.30;13.5;10.6;0.6;17.7;-1.0
12.08.2023 05:00;10.5;0.30;13.8;10.5;0.7;17.4;-0.9
12.08.2023 06:00;5.3;0.30;12.9;10.3;0.7;17.8;11.2
12.08.2023 07:00;18.9;0.30;14.2;10.9;0.7;18.9;90.9
12.08.2023 08:00;38.5;0.30;15.1;11.7;0.6;20.6;250.5
12.08.2023 09:00;52.9;0.30;14.8;12.0;0.5;22.7;291.5
12.08.2023 10:00;62.3;0.30;15.7;12.1;0.6;24.4;463.7
12.08.2023 11:00;81.2;0.20;16.1;11.2;0.4;25.4;281.0
12.08.2023 12:00;84.5;0.20;12.5;9.2;0.3;25.4;288.7
12.08.2023 13:00;78.3;0.20;12.2;8.3;0.4;23.6;211.8
12.08.2023 14:00;87.9;0.20;10.0;8.0;0.3;25.5;756.8
12.08.2023 15:00;100.7;0.20;6.0;4.6;0.1;28.2;736.8
12.08.2023 16:00;100.2;0.20;8.4;6.0;0.2;27.8;330.1
12.08.2023 17:00;100.8;0.20;10.6;7.8;0.3;29.0;514.2
12.08.2023 18:00;101.9;0.20;13.4;9.4;0.3;27.8;207.7
12.08.2023 19:00;97.7;0.20;11.6;8.8;0.3;26.6;139.0
12.08.2023 20:00;82.0;0.20;15.3;11.6;0.4;25.3;15.7
12.08.2023 21:00;58.1;0.30;13.9;10.6;0.5;23.2;-2.0
12.08.2023 22:00;45.3;0.30;13.6;11.3;0.5;22.2;-1.2
12.08.2023 23:00;39.0;0.30;15.7;12.5;0.5;22.2;-1.0
13.08.2023 00:00;36.1;0.30;14.9;12.3;0.5;21.6;-1.1
13.08.2023 01:00;23.2;0.30;14.0;11.7;0.6;20.4;-1.7
13.08.2023 02:00;9.0;0.30;14.2;11.5;0.9;19.6;-1.2
13.08.2023 03:00;7.9;0.30;13.6;11.0;0.8;19.1;-1.0
13.08.2023 04:00;9.0;0.30;12.9;10.5;0.6;18.6;-1.1
13.08.2023 05:00;5.3;0.30;12.4;10.4;0.6;18.2;-1.0
13.08.2023 06:00;5.2;0.20;12.5;10.2;0.6;18.0;20.3
13.08.2023 07:00;12.4;0.20;13.7;10.7;0.6;18.9;139.7
13.08.2023 08:00;26.0;0.20;15.0;11.9;0.5;20.9;238.8
13.08.2023 09:00;45.5;0.20;15.0;12.0;0.4;22.5;459.3
13.08.2023 10:00;69.3;0.20;14.0;10.7;0.2;24.4;605.8
13.08.2023 11:00;77.3;0.20;12.8;9.8;0.2;26.0;728.3
13.08.2023 12:00;86.5;0.20;14.3;10.2;0.2;27.3;749.0
13.08.2023 13:00;105.0;0.20;14.0;10.0;0.2;29.4;807.4
13.08.2023 14:00;111.3;0.20;14.3;10.1;0.3;30.0;767.2
13.08.2023 15:00;107.6;0.20;14.3;9.7;0.2;30.5;692.8
13.08.2023 16:00;110.6;0.20;14.3;10.1;0.2;30.6;602.8
13.08.2023 17:00;88.9;0.20;14.5;10.7;0.3;28.2;103.5
13.08.2023 18:00;69.7;0.20;14.2;10.6;0.4;26.1;85.2
13.08.2023 19:00;63.0;0.30;13.7;10.8;0.5;25.7;49.6
13.08.2023 20:00;74.2;0.20;12.5;9.5;0.3;24.4;13.3
13.08.2023 21:00;85.3;0.20;9.5;5.9;0.2;23.2;-1.1
13.08.2023 22:00;84.1;0.10;5.4;3.8;0.1;22.6;-1.2
13.08.2023 23:00;77.2;0.10;5.1;3.8;0.1;22.0;-1.0
14.08.2023 00:00;64.5;0.10;6.1;4.1;0.1;21.1;-1.0
14.08.2023 01:00;50.8;0.20;6.1;4.4;0.2;20.4;-0.9
14.08.2023 02:00;48.0;0.20;6.4;4.6;0.1;20.3;-0.9
14.08.2023 03:00;43.8;0.20;6.1;4.6;0.2;20.1;-1.0
14.08.2023 04:00;34.8;0.20;6.8;5.0;0.1;19.5;-1.0
14.08.2023 05:00;17.0;0.20;7.8;5.4;0.4;19.2;-1.0
14.08.2023 06:00;5.6;0.20;8.9;6.1;0.6;19.0;5.7
14.08.2023 07:00;17.9;0.20;15.2;7.4;0.6;19.9;119.9
14.08.2023 08:00;31.1;0.20;14.2;9.3;0.5;21.7;295.3
14.08.2023 09:00;46.9;0.20;13.5;9.6;0.4;23.7;469.3
14.08.2023 10:00;74.0;0.20;13.5;8.7;0.2;25.9;622.0
14.08.2023 11:00;92.0;0.20;14.9;9.1;0.2;27.7;769.3
14.08.2023 12:00;107.9;0.20;12.8;7.9;0.2;29.5;820.8
14.08.2023 13:00;117.3;0.20;14.9;9.4;0.3;30.1;756.4
14.08.2023 14:00;116.4;0.20;14.8;9.1;0.3;30.2;672.9
14.08.2023 15:00;116.0;0.20;14.1;9.8;0.3;30.2;676.1
14.08.2023 16:00;118.9;0.20;15.6;9.9;0.3;30.5;439.1
14.08.2023 17:00;118.4;0.20;17.1;10.5;0.3;30.0;242.6
14.08.2023 18:00;100.4;0.20;18.2;10.3;0.4;29.2;239.2
14.08.2023 19:00;94.6;0.20;15.9;10.1;0.3;28.2;80.7
14.08.2023 20:00;60.9;0.30;18.2;11.8;0.5;26.3;18.2
14.08.2023 21:00;46.9;0.30;18.0;12.2;0.7;24.7;-2.0
14.08.2023 22:00;49.1;0.30;16.5;12.3;0.7;24.0;-1.5
14.08.2023 23:00;65.0;0.20;16.4;11.7;0.5;24.0;-1.0
15.08.2023 00:00;60.6;0.20;15.6;11.4;0.5;23.5;-1.1
15.08.2023 01:00;51.6;0.20;12.9;10.0;0.4;22.4;-1.3
15.08.2023 02:00;44.7;0.20;11.9;9.5;0.4;21.2;-1.8
15.08.2023 03:00;40.5;0.20;10.4;8.4;0.3;20.6;-1.2
15.08.2023 04:00;40.0;0.20;10.7;8.2;0.2;20.9;-0.8
15.08.2023 05:00;34.7;0.20;10.1;7.9;0.3;20.7;-1.0
15.08.2023 06:00;19.4;0.20;11.7;8.2;0.6;20.4;7.5
15.08.2023 07:00;12.5;0.20;13.4;8.2;0.7;20.9;32.3
15.08.2023 08:00;10.1;0.30;16.6;9.4;0.9;21.8;59.4
15.08.2023 09:00;23.5;0.30;18.3;9.7;0.7;22.7;169.3
15.08.2023 10:00;51.1;0.30;22.5;10.6;0.5;25.2;601.4
15.08.2023 11:00;95.7;0.20;19.1;11.3;0.3;27.9;747.5
15.08.2023 12:00;110.2;0.20;18.7;11.5;0.3;28.5;665.0
15.08.2023 13:00;113.7;0.20;19.7;11.4;0.2;29.8;857.2
15.08.2023 14:00;117.8;0.20;18.3;10.7;0.2;30.3;777.2
15.08.2023 15:00;115.8;0.20;17.5;8.9;0.2;30.8;740.1
15.08.2023 16:00;116.1;0.20;16.4;7.8;0.2;31.0;612.0
15.08.2023 17:00;116.8;0.20;14.5;7.5;0.2;30.8;454.0
15.08.2023 18:00;114.4;0.20;14.1;7.7;0.2;30.0;268.5
15.08.2023 19:00;104.2;0.20;14.7;7.9;0.3;28.8;113.4
15.08.2023 20:00;85.5;0.20;20.6;7.8;0.3;26.7;12.4
15.08.2023 21:00;71.8;0.20;20.9;8.3;0.4;25.2;-1.7
15.08.2023 22:00;65.0;0.20;11.0;6.9;0.4;24.3;-2.0
15.08.2023 23:00;46.6;0.20;12.0;7.7;0.5;22.6;-2.0
16.08.2023 00:00;35.9;0.20;11.8;8.1;0.6;21.6;-2.0
16.08.2023 01:00;30.0;0.20;11.7;8.4;0.5;20.4;-1.8
16.08.2023 02:00;26.0;0.20;12.1;8.8;0.4;19.8;-1.9
16.08.2023 03:00;21.8;0.20;12.8;9.2;0.4;19.0;-1.7
16.08.2023 04:00;19.0;0.20;13.0;9.6;0.4;18.4;-1.7
16.08.2023 05:00;17.4;0.20;14.1;10.1;0.4;18.2;-1.6
16.08.2023 06:00;9.5;0.20;14.7;10.5;0.6;17.9;12.8
16.08.2023 07:00;15.4;0.30;16.1;10.8;0.7;18.9;121.5
16.08.2023 08:00;39.3;0.20;16.4;11.3;0.5;21.2;290.1
16.08.2023 09:00;66.1;0.20;17.0;10.3;0.3;23.1;463.5
16.08.2023 10:00;77.2;0.20;15.3;9.8;0.3;24.9;612.7
16.08.2023 11:00;90.3;0.20;19.6;10.9;0.3;26.6;728.4
16.08.2023 12:00;105.4;0.20;16.9;10.1;0.2;28.3;804.4
16.08.2023 13:00;118.3;0.20;17.6;10.9;0.3;29.4;826.3
16.08.2023 14:00;123.4;0.20;16.7;11.2;0.2;30.7;802.2
16.08.2023 15:00;129.9;0.20;17.4;11.2;0.3;31.3;720.4
16.08.2023 16:00;124.4;0.20;18.7;10.9;0.3;31.6;606.6
16.08.2023 17:00;126.6;0.20;17.6;10.5;0.3;31.4;416.6
16.08.2023 18:00;118.6;0.20;18.6;10.1;0.3;30.6;145.0
16.08.2023 19:00;101.2;0.20;25.0;11.8;0.3;29.2;76.9
16.08.2023 20:00;96.6;0.20;15.7;6.5;0.1;26.6;14.0
16.08.2023 21:00;90.7;0.20;9.4;4.3;0.1;25.0;-2.0
16.08.2023 22:00;81.1;0.20;9.0;4.5;0.2;23.7;-2.0
16.08.2023 23:00;67.8;0.20;7.5;4.7;0.2;22.1;-2.0
17.08.2023 00:00;54.8;0.20;7.0;4.7;0.2;20.9;-2.0
17.08.2023 01:00;42.9;0.20;7.4;4.8;0.3;20.3;-1.8
17.08.2023 02:00;34.1;0.20;8.9;5.8;0.3;19.3;-1.5
17.08.2023 03:00;31.2;0.20;7.7;5.3;0.3;18.8;-1.4
17.08.2023 04:00;23.3;0.20;7.0;5.0;0.3;18.4;-1.0
17.08.2023 05:00;16.7;0.20;7.6;4.9;0.4;17.9;-1.1
17.08.2023 06:00;6.0;0.20;11.0;5.7;0.6;17.7;15.1
17.08.2023 07:00;12.1;0.20;13.4;6.7;0.7;18.8;108.3
17.08.2023 08:00;27.6;0.20;12.9;6.7;0.5;20.6;248.6
17.08.2023 09:00;44.7;0.20;11.9;6.1;0.4;22.7;426.3
17.08.2023 10:00;60.2;0.20;13.2;6.6;0.4;24.7;609.7
17.08.2023 11:00;82.7;0.20;17.1;9.5;0.5;27.0;686.7
17.08.2023 12:00;106.7;0.20;19.1;11.3;0.3;27.6;639.1
17.08.2023 13:00;111.4;0.20;17.9;10.3;0.3;28.6;654.2
17.08.2023 14:00;98.8;0.20;18.6;10.6;0.3;27.2;247.9
17.08.2023 15:00;92.2;0.20;18.3;9.5;0.2;26.2;243.4
17.08.2023 16:00;82.6;0.20;21.8;9.5;0.2;25.2;226.0
17.08.2023 17:00;83.2;0.20;16.7;7.1;0.2;23.3;112.2
17.08.2023 18:00;82.5;0.20;11.5;5.4;0.1;22.9;105.2
17.08.2023 19:00;85.3;0.10;12.0;4.9;0.1;23.1;102.2
17.08.2023 20:00;81.0;0.10;14.1;5.2;0.1;22.4;14.5
17.08.2023 21:00;74.5;0.10;10.9;5.3;0.1;21.6;-2.0
17.08.2023 22:00;68.6;0.10;8.1;4.6;0.2;20.8;-2.0
17.08.2023 23:00;47.3;0.20;9.6;5.3;0.3;19.6;-2.0
18.08.2023 00:00;36.5;0.20;8.6;5.2;0.3;18.3;-1.8
18.08.2023 01:00;22.1;0.20;7.8;5.2;0.4;17.3;-1.9
18.08.2023 02:00;21.3;0.20;8.6;5.5;0.3;16.9;-1.4
18.08.2023 03:00;21.6;0.20;8.7;5.6;0.3;16.5;-1.3
18.08.2023 04:00;12.9;0.20;8.7;5.7;0.3;16.2;-1.2
18.08.2023 05:00;9.2;0.20;9.1;5.9;0.4;16.0;-1.0
18.08.2023 06:00;11.5;0.20;9.5;6.3;0.3;15.9;10.0
18.08.2023 07:00;14.8;0.20;12.9;7.1;0.4;17.0;119.9
18.08.2023 08:00;31.8;0.20;16.6;7.1;0.4;19.2;290.5
18.08.2023 09:00;51.2;0.20;15.0;6.0;0.2;21.5;460.5
18.08.2023 10:00;60.7;0.20;17.2;6.8;0.2;23.8;604.0
18.08.2023 11:00;74.1;0.20;18.6;7.5;0.2;26.1;732.7
18.08.2023 12:00;89.0;0.20;20.6;8.3;0.2;27.9;801.7
18.08.2023 13:00;103.6;0.20;19.6;8.5;0.2;29.4;830.2
18.08.2023 14:00;115.3;0.20;18.4;8.5;0.2;30.8;812.3
18.08.2023 15:00;122.6;0.20;18.5;8.5;0.2;31.8;706.5
18.08.2023 16:00;127.4;0.20;15.6;8.0;0.2;32.2;572.0
18.08.2023 17:00;127.3;0.20;15.5;7.5;0.2;32.4;461.2
18.08.2023 18:00;120.5;0.20;14.7;7.6;0.2;31.8;284.2
18.08.2023 19:00;111.5;0.20;26.3;9.0;0.2;30.6;111.9
18.08.2023 20:00;85.2;0.20;31.4;10.5;0.4;27.6;5.1
18.08.2023 21:00;59.9;0.30;23.9;11.9;0.6;24.6;-2.8
18.08.2023 22:00;49.4;0.30;19.5;12.5;0.6;23.1;-2.0
18.08.2023 23:00;32.4;0.30;18.7;11.4;0.7;21.6;-2.0
19.08.2023 00:00;18.0;0.40;18.0;11.4;1.0;20.3;-2.0
19.08.2023 01:00;18.9;0.30;15.9;10.7;0.8;19.3;-2.0
19.08.2023 02:00;23.3;0.30;15.9;10.3;0.6;18.6;-2.0
19.08.2023 03:00;15.9;0.30;15.7;10.1;0.7;17.8;-2.0
19.08.2023 04:00;11.1;0.30;14.2;9.7;0.6;17.4;-1.7
19.08.2023 05:00;9.3;0.30;14.8;9.6;0.6;17.1;-1.7
19.08.2023 06:00;5.7;0.30;14.6;9.7;0.6;16.8;10.9
19.08.2023 07:00;26.7;0.20;15.9;10.3;0.5;18.0;117.5
19.08.2023 08:00;38.8;0.20;17.0;10.8;0.4;20.3;283.3
19.08.2023 09:00;50.5;0.20;17.2;10.8;0.5;23.4;455.5
19.08.2023 10:00;73.5;0.20;17.7;10.8;0.4;26.2;600.5
19.08.2023 11:00;97.8;0.20;18.8;11.0;0.4;28.5;720.6
19.08.2023 12:00;122.8;0.20;19.1;10.5;0.3;31.2;822.4
19.08.2023 13:00;131.2;0.20;18.7;9.8;0.3;32.3;753.8
19.08.2023 14:00;124.4;0.20;16.5;8.9;0.2;33.4;708.5
19.08.2023 15:00;138.1;0.20;18.6;10.0;0.3;34.0;717.8
19.08.2023 16:00;133.7;0.20;21.3;10.6;0.3;34.4;639.8
19.08.2023 17:00;130.9;0.20;25.0;11.2;0.3;33.9;437.1
19.08.2023 18:00;133.9;0.20;25.1;11.4;0.4;32.8;219.7
19.08.2023 19:00;106.9;0.30;26.2;12.4;0.5;31.1;82.8
19.08.2023 20:00;66.9;0.30;28.8;15.2;0.7;28.2;3.0
19.08.2023 21:00;52.9;0.30;28.7;16.1;0.7;26.7;-2.1
19.08.2023 22:00;59.5;0.30;23.4;13.9;0.7;25.6;-2.0
19.08.2023 23:00;51.9;0.30;22.9;14.0;0.6;24.4;-2.0
20.08.2023 00:00;31.2;0.40;20.6;13.6;0.8;22.8;-2.0
20.08.2023 01:00;39.2;0.30;19.4;13.0;0.6;21.9;-2.0
20.08.2023 02:00;26.6;0.30;18.7;13.4;0.7;20.8;-2.0
20.08.2023 03:00;17.9;0.30;19.4;13.8;0.8;20.0;-1.9
20.08.2023 04:00;16.6;0.30;20.1;14.2;0.8;19.4;-1.8
20.08.2023 05:00;13.2;0.30;19.3;14.5;0.8;18.8;-1.1
20.08.2023 06:00;14.5;0.30;19.6;14.7;0.7;18.6;8.2
20.08.2023 07:00;26.8;0.30;21.0;15.1;0.5;19.7;129.7
20.08.2023 08:00;47.1;0.20;23.0;15.5;0.5;21.5;234.0
20.08.2023 09:00;71.3;0.20;23.6;15.9;0.5;24.0;452.3
20.08.2023 10:00;91.8;0.20;25.4;17.0;0.5;26.2;609.6
20.08.2023 11:00;115.6;0.20;26.8;17.2;0.4;28.2;717.1
20.08.2023 12:00;141.0;0.20;28.2;17.4;0.5;30.0;788.0
20.08.2023 13:00;157.9;0.20;27.6;17.0;0.5;31.5;810.5
20.08.2023 14:00;154.9;0.20;24.4;14.5;0.3;32.8;786.7
20.08.2023 15:00;144.0;0.20;25.3;13.5;0.3;33.6;714.6
20.08.2023 16:00;135.9;0.20;23.7;12.2;0.2;33.9;598.9
20.08.2023 17:00;133.9;0.20;20.9;10.3;0.2;34.1;519.3
20.08.2023 18:00;142.7;0.20;20.3;10.7;0.3;33.5;289.2
20.08.2023 19:00;118.8;0.20;19.0;10.3;0.3;32.3;90.6
20.08.2023 20:00;89.5;0.30;20.2;12.3;0.6;28.9;4.0
20.08.2023 21:00;52.0;0.30;22.2;13.9;0.9;26.5;-2.2
20.08.2023 22:00;30.8;0.40;21.3;14.2;1.1;24.9;-2.2
20.08.2023 23:00;24.8;0.40;20.6;13.7;0.9;23.6;-2.0
21.08.2023 00:00;12.4;0.40;18.8;12.7;1.0;22.4;-2.0
21.08.2023 01:00;11.3;0.40;16.6;12.1;0.8;21.6;-2.0
21.08.2023 02:00;10.7;0.30;15.9;12.0;0.7;20.6;-2.0
21.08.2023 03:00;25.5;0.30;17.5;12.7;0.5;20.2;-1.5
21.08.2023 04:00;17.3;0.30;16.6;12.7;0.5;19.7;-1.1
21.08.2023 05:00;16.3;0.30;17.8;13.0;0.5;19.4;-1.1
21.08.2023 06:00;20.4;0.20;18.1;13.5;0.5;19.3;8.0
21.08.2023 07:00;21.0;0.30;21.5;14.6;0.7;20.4;95.7
21.08.2023 08:00;35.0;0.30;23.7;16.3;0.7;22.5;283.0
21.08.2023 09:00;59.5;0.30;26.3;17.6;0.7;25.0;421.6
21.08.2023 10:00;84.3;0.30;29.9;18.5;0.7;27.0;586.9
21.08.2023 11:00;117.3;0.30;30.0;19.5;0.6;28.8;702.1
21.08.2023 12:00;145.7;0.30;30.9;19.4;0.6;30.6;776.0
21.08.2023 13:00;165.9;0.30;28.3;18.0;0.6;31.8;803.3
21.08.2023 14:00;180.7;0.30;26.4;16.6;0.5;33.3;779.9
21.08.2023 15:00;190.9;0.30;28.8;17.1;0.4;33.6;605.5
21.08.2023 16:00;176.9;0.20;29.7;15.6;0.4;34.0;541.0
21.08.2023 17:00;139.4;0.20;21.2;11.6;0.3;34.2;436.4
21.08.2023 18:00;131.3;0.20;20.4;11.3;0.3;33.2;262.4
21.08.2023 19:00;102.5;0.20;15.2;9.2;0.3;31.9;96.1
21.08.2023 20:00;72.8;0.20;50.4;13.8;0.4;28.1;4.0
21.08.2023 21:00;50.6;0.30;26.8;12.0;0.7;26.2;-2.4
21.08.2023 22:00;21.6;0.40;21.7;12.8;1.1;24.9;-2.0
21.08.2023 23:00;25.8;0.30;18.6;12.3;0.8;23.9;-2.0
22.08.2023 00:00;20.0;0.30;18.6;12.2;0.8;22.8;-2.0
22.08.2023 01:00;13.8;0.30;18.0;12.2;0.7;22.0;-1.8
22.08.2023 02:00;22.6;0.30;19.0;13.0;0.6;21.3;-1.4
22.08.2023 03:00;25.6;0.20;19.1;13.8;0.5;20.9;-1.0
22.08.2023 04:00;25.0;0.20;19.1;14.3;0.6;20.5;-1.3
22.08.2023 05:00;29.0;0.20;21.0;15.3;0.5;20.3;-1.0
22.08.2023 06:00;12.1;0.30;20.5;15.4;0.8;19.9;7.1
22.08.2023 07:00;20.2;0.30;24.2;16.4;0.7;20.8;101.5
22.08.2023 08:00;40.2;0.30;31.5;18.4;0.7;22.8;265.4
22.08.2023 09:00;70.6;0.30;30.7;18.2;0.6;25.3;437.7
22.08.2023 10:00;99.8;0.30;31.4;18.5;0.5;27.5;588.5
22.08.2023 11:00;123.2;0.30;28.3;18.2;0.5;29.4;707.1
22.08.2023 12:00;137.7;0.20;26.7;16.5;0.4;30.9;776.2
22.08.2023 13:00;145.4;0.20;23.2;14.4;0.4;32.1;797.0
22.08.2023 14:00;170.7;0.20;23.1;14.8;0.4;33.3;771.6
22.08.2023 15:00;179.6;0.20;22.4;14.0;0.4;34.0;726.5
22.08.2023 16:00;165.7;0.20;20.8;12.8;0.4;34.1;578.0
22.08.2023 17:00;131.6;0.20;16.7;9.5;0.3;33.9;324.4
22.08.2023 18:00;140.1;0.20;17.3;9.8;0.3;33.3;234.2
22.08.2023 19:00;125.8;0.20;19.4;11.0;0.4;32.2;88.6
22.08.2023 20:00;83.3;0.30;22.7;12.6;0.5;29.1;3.2
22.08.2023 21:00;60.7;0.30;21.3;13.4;0.7;27.2;-2.3
22.08.2023 22:00;43.3;0.40;20.8;14.2;0.8;26.0;-2.0
22.08.2023 23:00;26.4;0.40;20.2;14.2;0.9;25.1;-2.0
23.08.2023 00:00;39.0;0.30;18.1;12.8;0.6;24.6;-2.0
23.08.2023 01:00;52.4;0.20;15.8;11.5;0.5;24.0;-2.0
23.08.2023 02:00;55.9;0.20;15.7;11.6;0.4;23.2;-2.0
23.08.2023 03:00;45.7;0.20;16.2;11.9;0.4;22.5;-1.7
23.08.2023 04:00;41.5;0.20;16.4;12.0;0.4;22.1;-1.4
23.08.2023 05:00;31.0;0.20;15.9;11.9;0.7;21.6;-1.2
23.08.2023 06:00;16.9;0.30;17.4;12.3;0.7;21.3;4.7
23.08.2023 07:00;15.5;0.30;22.7;14.3;0.8;21.9;88.2
23.08.2023 08:00;44.4;0.40;23.7;15.0;0.8;23.8;249.9
23.08.2023 09:00;79.8;0.20;19.9;13.0;0.4;25.5;419.8
23.08.2023 10:00;94.8;0.30;21.8;14.1;0.4;27.3;571.2
23.08.2023 11:00;114.5;0.30;23.9;15.6;0.5;28.9;682.9
23.08.2023 12:00;142.9;0.20;24.7;16.1;0.4;30.2;765.3
23.08.2023 13:00;152.9;0.20;22.5;14.9;0.4;31.8;798.1
23.08.2023 14:00;143.4;0.20;22.1;13.1;0.3;32.6;757.6
23.08.2023 15:00;111.1;0.20;22.0;8.9;0.2;33.6;656.1
23.08.2023 16:00;106.6;0.20;22.1;8.8;0.2;33.6;565.2
23.08.2023 17:00;106.6;0.20;18.8;6.8;0.2;33.3;410.5
23.08.2023 18:00;110.1;0.20;20.4;7.2;0.2;32.3;243.2
23.08.2023 19:00;101.5;0.20;15.9;7.7;0.3;30.7;79.5
23.08.2023 20:00;83.0;0.20;18.8;8.4;0.3;27.9;1.5
23.08.2023 21:00;39.4;0.40;19.4;9.6;0.9;25.8;-2.6
23.08.2023 22:00;32.1;0.40;20.1;10.5;0.8;24.3;-2.1
23.08.2023 23:00;28.0;0.30;19.4;10.7;0.8;23.3;-2.0
24.08.2023 00:00;26.9;0.30;16.9;10.4;0.7;22.4;-2.0
24.08.2023 01:00;16.3;0.30;15.1;10.3;0.7;21.5;-2.0
24.08.2023 02:00;19.7;0.30;15.2;10.5;0.6;20.8;-2.0
24.08.2023 03:00;15.5;0.30;14.1;10.5;0.6;20.1;-2.0
24.08.2023 04:00;18.3;0.30;13.6;10.4;0.5;19.8;-2.0
24.08.2023 05:00;8.8;0.30;14.5;10.4;0.7;19.5;-1.6
24.08.2023 06:00;8.7;0.30;19.5;11.2;0.8;19.3;6.4
24.08.2023 07:00;20.2;0.30;22.5;12.7;0.8;20.6;60.9
24.08.2023 08:00;35.8;0.30;25.6;15.0;0.9;22.2;196.5
24.08.2023 09:00;72.6;0.30;26.8;16.0;0.7;23.8;416.0
24.08.2023 10:00;82.9;0.30;29.7;16.6;0.7;26.1;567.4
24.08.2023 11:00;99.7;0.30;33.8;17.6;0.6;28.3;683.9
24.08.2023 12:00;129.4;0.30;34.8;17.7;0.5;30.3;751.8
24.08.2023 13:00;144.1;0.20;35.6;17.5;0.4;32.3;782.6
24.08.2023 14:00;150.0;0.20;36.5;16.8;0.4;33.7;758.9
24.08.2023 15:00;145.2;0.20;40.0;16.1;0.3;34.8;676.6
24.08.2023 16:00;141.6;0.20;43.3;16.5;0.3;35.3;554.8
24.08.2023 17:00;142.3;0.20;48.3;17.3;0.4;34.9;331.6
24.08.2023 18:00;130.3;0.30;47.1;17.9;0.4;33.5;85.6
24.08.2023 19:00;97.9;0.30;43.3;18.7;0.6;30.9;2.9
#24.08.2023 20:00;106.6;0.20;99.7;20.0;0.2;27.1;-3.2
24.08.2023 21:00;112.0;0.10;21.4;7.6;0.1;25.2;-2.0
24.08.2023 22:00;97.0;0.20;17.3;8.0;0.2;23.9;-1.3
24.08.2023 23:00;79.6;0.20;22.0;10.5;0.2;22.9;-1.4
25.08.2023 00:00;75.6;0.20;18.5;9.9;0.2;22.3;-1.1
25.08.2023 01:00;73.3;0.20;19.1;9.8;0.2;22.2;-2.1
25.08.2023 02:00;71.8;0.20;19.7;9.7;0.2;22.0;-0.9
25.08.2023 03:00;75.8;0.10;15.4;8.2;0.2;21.8;-2.2
25.08.2023 04:00;81.7;0.10;14.0;7.4;0.1;21.5;-1.5
25.08.2023 05:00;73.7;0.10;11.4;6.5;0.1;21.6;-0.6
25.08.2023 06:00;60.5;0.20;14.2;7.4;0.3;22.1;-0.4
25.08.2023 07:00;35.0;0.20;13.6;7.8;0.4;20.8;17.5
25.08.2023 08:00;26.7;0.20;17.9;9.4;0.7;20.9;63.8
25.08.2023 09:00;42.9;0.20;15.3;8.7;0.4;21.7;167.0
25.08.2023 10:00;84.2;0.20;14.7;8.6;0.2;24.0;280.2
25.08.2023 11:00;100.2;0.20;12.2;8.3;0.2;25.5;414.4
25.08.2023 12:00;108.6;0.20;11.6;8.2;0.2;25.7;252.4
25.08.2023 13:00;102.7;0.20;13.4;9.4;0.3;26.1;276.1
25.08.2023 14:00;111.7;0.20;15.1;9.9;0.3;27.3;542.4
25.08.2023 15:00;119.1;0.20;16.1;10.1;0.3;28.0;393.5
25.08.2023 16:00;112.7;0.20;17.6;10.6;0.3;27.7;351.9
25.08.2023 17:00;111.7;0.20;16.2;9.3;0.3;27.9;116.9
25.08.2023 18:00;98.7;0.20;14.1;9.3;0.4;27.4;125.6
25.08.2023 19:00;80.8;0.20;15.9;10.5;0.5;25.3;15.2
25.08.2023 20:00;64.8;0.20;15.3;9.6;0.6;22.6;-2.0
25.08.2023 21:00;61.8;0.20;13.1;8.7;0.3;20.4;-0.7
25.08.2023 22:00;44.0;0.20;12.2;8.7;0.4;20.3;-0.7
25.08.2023 23:00;32.4;0.20;12.7;9.2;0.4;19.8;-1.0
26.08.2023 00:00;24.0;0.20;13.1;9.3;0.4;19.8;-0.6
26.08.2023 01:00;18.4;0.20;14.2;10.0;0.5;19.6;-1.0
26.08.2023 02:00;17.4;0.20;14.3;10.4;0.5;19.8;-0.4
26.08.2023 03:00;15.4;0.20;16.0;10.9;0.5;19.7;-1.1
26.08.2023 04:00;61.2;0.20;13.1;8.2;0.2;20.3;-0.7
26.08.2023 05:00;63.1;0.20;13.8;8.1;0.2;19.9;-2.6
26.08.2023 06:00;49.4;0.20;12.9;8.1;0.2;19.1;0.2
26.08.2023 07:00;34.2;0.20;14.1;8.8;0.3;19.2;27.1
26.08.2023 08:00;37.5;0.20;15.4;9.3;0.4;20.0;174.3
26.08.2023 09:00;53.9;0.20;15.6;8.8;0.3;20.5;124.3
26.08.2023 10:00;55.4;0.20;14.6;8.0;0.3;20.3;99.8
26.08.2023 11:00;53.5;0.20;14.3;8.4;0.3;21.0;275.2
26.08.2023 12:00;52.8;0.20;16.3;8.9;0.3;20.7;69.0
26.08.2023 13:00;53.9;0.20;12.6;7.7;0.2;18.2;150.5
26.08.2023 14:00;52.2;0.20;9.8;6.3;0.2;17.8;66.4
26.08.2023 15:00;54.3;0.20;8.4;5.4;0.2;16.8;48.7
26.08.2023 16:00;49.7;0.20;8.4;5.9;0.2;17.2;128.2
